1	1	0.0	1	1	2
1	2	0.6931471805599453	4	8	4
1	3	1.0986122886681098	9	27	8
1	4	1.3862943611198906	16	64	16
1	5	1.6094379124341003	25	125	32
1	6	1.791759469228055	36	216	64
1	7	1.9459101490553132	49	343	128
1	8	2.0794415416798357	64	512	256
1	9	2.1972245773362196	81	729	512
1	10	2.302585092994046	100	1000	1024
1	11	2.3978952727983707	121	1331	2048
1	12	2.4849066497880004	144	1728	4096
1	13	2.5649493574615367	169	2197	8192
1	14	2.6390573296152584	196	2744	16384
1	15	2.70805020110221	225	3375	32768
1	16	2.772588722239781	256	4096	65536
1	17	2.833213344056216	289	4913	131072
1	18	2.8903717578961645	324	5832	262144
1	19	2.9444389791664403	361	6859	524288
1	20	2.995732273553991	400	8000	1048576
1	21	3.044522437723423	441	9261	2097152
1	22	3.091042453358316	484	10648	4194304
1	23	3.1354942159291497	529	12167	8388608
1	24	3.1780538303479458	576	13824	16777216
1	25	3.2188758248682006	625	15625	33554432
1	26	3.258096538021482	676	17576	67108864
1	27	3.295836866004329	729	19683	134217728
1	28	3.332204510175204	784	21952	268435456
1	29	3.367295829986474	841	24389	536870912
1	30	3.4011973816621555	900	27000	1073741824
1	31	3.4339872044851463	961	29791	2147483648
1	32	3.4657359027997265	1024	32768	4294967296
1	33	3.4965075614664802	1089	35937	8589934592
1	34	3.5263605246161616	1156	39304	17179869184
1	35	3.5553480614894135	1225	42875	34359738368
1	36	3.58351893845611	1296	46656	68719476736
1	37	3.6109179126442243	1369	50653	137438953472
1	38	3.6375861597263857	1444	54872	274877906944
1	39	3.6635616461296463	1521	59319	549755813888
1	40	3.6888794541139363	1600	64000	1099511627776
1	41	3.713572066704308	1681	68921	2199023255552
1	42	3.7376696182833684	1764	74088	4398046511104
1	43	3.7612001156935624	1849	79507	8796093022208
1	44	3.784189633918261	1936	85184	17592186044416
1	45	3.8066624897703196	2025	91125	35184372088832
1	46	3.828641396489095	2116	97336	70368744177664
1	47	3.8501476017100584	2209	103823	140737488355328
1	48	3.871201010907891	2304	110592	281474976710656
1	49	3.8918202981106265	2401	117649	562949953421312
1	50	3.912023005428146	2500	125000	1125899906842624
1	51	3.9318256327243257	2601	132651	2251799813685248
1	52	3.9512437185814275	2704	140608	4503599627370496
1	53	3.970291913552122	2809	148877	9007199254740992
1	54	3.9889840465642745	2916	157464	18014398509481984
1	55	4.007333185232471	3025	166375	36028797018963968
1	56	4.02535169073515	3136	175616	72057594037927936
1	57	4.04305126783455	3249	185193	144115188075855872
1	58	4.060443010546419	3364	195112	288230376151711744
1	59	4.07753744390572	3481	205379	576460752303423488
1	60	4.0943445622221	3600	216000	1152921504606846976
1	61	4.110873864173311	3721	226981	2305843009213693952
1	62	4.127134385045092	3844	238328	4611686018427387904
1	63	4.143134726391533	3969	250047	-9223372036854775808
1	64	4.1588830833596715	4096	262144	0
1	65	4.174387269895637	4225	274625	0
1	66	4.189654742026425	4356	287496	0
1	67	4.204692619390966	4489	300763	0
1	68	4.219507705176107	4624	314432	0
1	69	4.23410650459726	4761	328509	0
1	70	4.248495242049359	4900	343000	0
1	71	4.2626798770413155	5041	357911	0
1	72	4.276666119016055	5184	373248	0
1	73	4.290459441148391	5329	389017	0
1	74	4.30406509320417	5476	405224	0
1	75	4.31748811353631	5625	421875	0
1	76	4.330733340286331	5776	438976	0
1	77	4.343805421853684	5929	456533	0
1	78	4.356708826689592	6084	474552	0
1	79	4.3694478524670215	6241	493039	0
1	80	4.382026634673881	6400	512000	0
1	81	4.394449154672439	6561	531441	0
1	82	4.406719247264253	6724	551368	0
1	83	4.418840607796598	6889	571787	0
1	84	4.430816798843313	7056	592704	0
1	85	4.442651256490317	7225	614125	0
1	86	4.454347296253507	7396	636056	0
1	87	4.465908118654584	7569	658503	0
1	88	4.477336814478207	7744	681472	0
1	89	4.48863636973214	7921	704969	0
1	90	4.499809670330265	8100	729000	0
1	91	4.51085950651685	8281	753571	0
1	92	4.5217885770490405	8464	778688	0
1	93	4.532599493153256	8649	804357	0
1	94	4.543294782270004	8836	830584	0
1	95	4.553876891600541	9025	857375	0
1	96	4.564348191467836	9216	884736	0
1	97	4.574710978503383	9409	912673	0
1	98	4.584967478670572	9604	941192	0
1	99	4.59511985013459	9801	970299	0
1	100	4.605170185988092	10000	1000000	0
